cord_uid,sha,source_x,title,doi,pmcid,pubmed_id,license,abstract,publish_time,authors,journal,mag_id,who_covidence_id,arxiv_id,pdf_json_files,pmc_json_files,url,s2_id
ev6acl7b,517698251b94fac6d80edcc4644e2448a4efd4ef,Medline; PMC,Improved Algorithmic Complexity for the 3SEQ Recombination Detection Algorithm,10.1093/molbev/msx263,PMC5850291,29029186.0,cc-by-nc,"Identifying recombinant sequences in an era of large genomic databases is challenging as it requires an efficient algorithm to identify candidate recombinants and parents, as well as appropriate statistical methods to correct for the large number of comparisons performed. In 2007, a computation was introduced for an exact nonparametric mosaicism statistic that gave high-precision P values for putative recombinants. This exact computation meant that multiple-comparisons corrected P values also had high precision, which is crucial when performing millions or billions of tests in large databases. Here, we introduce an improvement to the algorithmic complexity of this computation from O(mn(3)) to O(mn(2)), where m and n are the numbers of recombination-informative sites in the candidate recombinant. This new computation allows for recombination analysis to be performed in alignments with thousands of polymorphic sites. Benchmark runs are presented on viral genome sequence alignments, new features are introduced, and applications outside recombination analysis are discussed.",2017-10-03,"Lam, Ha Minh; Ratmann, Oliver; Boni, Maciej F",Mol Biol Evol,,,,document_parses/pdf_json/517698251b94fac6d80edcc4644e2448a4efd4ef.json,document_parses/pmc_json/PMC5850291.xml.json,https://doi.org/10.1093/molbev/msx263; https://www.ncbi.nlm.nih.gov/pubmed/29029186/,4214981.0
51j12vfv,,Medline; PMC,A company doctor's role during the COVID-19 pandemic,10.6061/clinics/2020/e1921,PMC7196725,32401964.0,cc-by,,2020-04-30,"de Andrade, Rogério Muniz",Clinics (Sao Paulo),,,,,,https://doi.org/10.6061/clinics/2020/e1921; https://www.ncbi.nlm.nih.gov/pubmed/32401964/,218635635.0
yciotooo,783e3d7fb5fda8a37a08f18869cf3c0e82ec0e47,Medline; PMC; WHO,"Congenital Zika Syndrome: Genetic Avenues for Diagnosis and Therapy, Possible Management and Long-Term Outcomes",10.3390/jcm11051351,PMC8911172,35268441.0,cc-by,"Zika virus (ZIKV) was discovered in Uganda in 1947 and was originally isolated only in Africa and Asia. After a spike of microcephaly cases in Brazil, research has closely focused on different aspects of congenital ZIKV infection. In this review, we evaluated many aspects of the disease in order to build its natural history, with a focus on the long-term clinical and neuro-radiological outcomes in children. The authors have conducted a wide-ranging search spanning the 2012–2021 period from databases PubMed, PubMed Central, Web of Science, Medline, Scopus. Different sections reflect different points of congenital ZIKV infection syndrome: pathogenesis, prenatal diagnosis, clinical signs, neuroimaging and long-term developmental outcomes. It emerged that pathogenesis has not been fully clarified and that the clinical signs are not only limited to microcephaly. Given the current absence of treatments, we proposed schemes to optimize diagnostic protocols in endemic countries. It is essential to know the key aspects of this disease to guarantee early diagnosis, even in less severe cases, and an adequate management of the main chronic problems. Considering the relatively recent discovery of this congenital infectious syndrome, further studies and updated long-term follow-up are needed to further improve management strategies for this disease.",2022-03-01,"Gullo, Giuseppe; Scaglione, Marco; Cucinella, Gaspare; Riva, Arianna; Coldebella, Davide; Cavaliere, Anna Franca; Signore, Fabrizio; Buzzaccarini, Giovanni; Spagnol, Giulia; Laganà, Antonio Simone; Noventa, Marco; Zaami, Simona",J Clin Med,,,,document_parses/pdf_json/783e3d7fb5fda8a37a08f18869cf3c0e82ec0e47.json,document_parses/pmc_json/PMC8911172.xml.json,https://www.ncbi.nlm.nih.gov/pubmed/35268441/; https://doi.org/10.3390/jcm11051351,247199846.0
aqxcm7ih,,WHO,COVID-19 Stage Migration (CSM): a New Phenomenon in Oncology?,,,,unk,The current COVID-19 pandemic has led to severe disruptions in health care delivery for cancer patients. These interruptions in cancer care delivery may have an unknown effect on cancer outcomes at the individual and population level. These yet to be known variations in individual and population-level cancer outcomes resulting from COVID-19 related interruptions in care can be labeled as COVID-19 Stage Migration (CSM).,2021,"Are, Chandrakanth",Indian J Surg Oncol,,#covidwho-1227929,,,,,234367261.0
npqkcyoj,12a54df892eb095c8a7df92a618f30b6ac6eeac9,Elsevier; Medline; PMC,Respiratory tract infections in the military environment,10.1016/j.resp.2014.09.016,PMC7172564,25278277.0,els-covid,"Abstract Military personnel fighting in contemporary battlefields as well as those participating in combat training are at risk of contracting respiratory infections. Epidemiological studies have demonstrated that soldiers deployed to the harsh environment have higher rates of newly reported respiratory symptoms than non-deployers. Acute respiratory diseases are the principle reason for outpatient treatment and hospitalization among military personnel, with an incidence exceeding that of the adult civilian population by up to three-fold. Adenoviruses, influenza A and B viruses, Streptococcus pneumoniae, Streptococcus pyogenes, coronaviruses and rhinoviruses have been identified as the main causes of acute respiratory infections among the military population. Although infective pathogens have been extensively studied, a significant proportion of illnesses (over 40%) have been due to unknown causative agents. Other health hazards, which can lead to respiratory illnesses among troops, are extreme air temperatures, desert dust, emissions from burn pits, industrial pollutants, and airborne contaminants originating from degraded soil. Limited diagnostic capabilities, especially inside the area of operations, make it difficult to accurately estimate the exact number of respiratory diseases in the military environment. The aim of the study was to discuss the occurrence of respiratory tract infections in army personnel, existing risk factors and preventive measures.",2015-04-30,"Korzeniewski, Krzysztof; Nitsch-Osuch, Aneta; Konior, Monika; Lass, Anna",Respiratory Physiology & Neurobiology,,,,document_parses/pdf_json/12a54df892eb095c8a7df92a618f30b6ac6eeac9.json,document_parses/pmc_json/PMC7172564.xml.json,https://www.sciencedirect.com/science/article/pii/S1569904814002535; https://www.ncbi.nlm.nih.gov/pubmed/25278277/; https://doi.org/10.1016/j.resp.2014.09.016; https://api.elsevier.com/content/article/pii/S1569904814002535,20050898.0
ipcnzn2z,,WHO,Incidence of COVID-19 among people living with HIV in Southern Spain,10.21203/rs.3.rs-110312/v1,,,cc-by,"Objective: and Design : The incidence of SARS-CoV-2 infection among people living with HIV (PLWH) has been estimated on the basis of reported symptomatic clinical cases. However, as asymptomatic cases are common and there have been limitations of health care systems for COVID-19 microbiological diagnosis, these estimations may be misleading. The availability of reliable serology for the diagnosis of COVID-19 may overcome this drawback. This study was carried out in order to reveal the actual incidence of SARS-CoV-2 infection in PLWH in Southern Spain. Methods: This is a prospective cohort study including HIV infected patients from the Unit of Infectious Diseases of a university hospital in Seville, Southern Spain. Patients were enrolled in the study if 1) they had attended the outpatient clinic from September 1 st to December 31 st , 2019 (baseline), and 2) had a subsequent evaluation from March 1 st to June 30 th , 2020 (intra-pandemic). Serum antibodies against SARS-CoV-2 were determined in baseline and intra-pandemic samples. Results: 326 patients were included in the study. Of them, 4 (1.25% [95% CI: 0.3%-3.1%]) developed COVID-19. One patient developed bilateral pneumonia and died. The remaining three showed mild respiratory symptoms suggesting COVID-19. No asymptomatic SARS-CoV-2 infection was observed in this study. No patient with COVID-19 was tobacco smoker. The incidence of COVID-19 among non-smokers was 2.5% (95% CI [0.6%-6%], p=0.057 versus smokers). Conclusions: The incidence of COVID-19 among PLWH in our area was low and similar to that observed in the general population. The frequency of asymptomatic cases might be lower than in patients without HIV infection. Tobacco smoking could be associated to a lower incidence of COVID-19.",2020,"Fernandez-Fuertes, Marta Rodriguez-Pineda Elena Fuentes-Lopez Ana Corma-Gomez Anaïs Rincon Pilar Serrano-Conde Esther Real Luis Garcia Federico Macias Juan Pineda Juan",,,#ppcovidwho-310407,,,,https://doi.org/10.21203/rs.3.rs-110312/v1,229497651.0
wwko68g2,,WHO,Methylene blue photochemical treatment as a reliable SARS-CoV-2 plasma virus inactivation method for blood safety and convalescent plasma therapy for COVID-19,,,,unk,"BACKGROUND: In 2020, a new coronavirus, SARS-CoV-2, quickly spread worldwide within a few months. Although coronaviruses typically infect the upper or lower respiratory tract, the virus RNA can be detected in plasma. The risk of transmitting coronavirus via transfusion of blood products remains. As more asymptomatic infections are identified in COVID-19 cases, blood safety has become particularly important. Methylene blue (MB) photochemical technology has been proven to inactivate lipid-enveloped viruses with high efficiency and safety. The present study aimed to investigate the SARS-CoV-2 inactivation effects of MB in plasma. METHODS: The SARS-CoV-2 virus strain was isolated from Zhejiang University. The live virus was harvested from cultured VERO-E6 cells, and mixed with MB in plasma. The MB final concentrations were 0, 1, 2, and 4 µM. The ""BX-1 AIDS treatment instrument"" was used at room temperature, the illumination adjusted to 55,000 ± 0.5 million Lux, and the plasma was irradiated for 0, 2, 5, 10, 20, and 40 mins using light at a single wavelength of 630 nm. Virus load changes were measured using quantitative reverse transcription- PCR. RESULTS: BX-1 could effectively eliminate SARS-CoV-2 within 2 mins in plasma, and the virus titer declined to 4.5 log10 TCID50 (median tissue culture infectious dose)/mL. CONCLUSION: BX-1 is based on MB photochemical technology, which was designed to inactivate HIV-1 virus in plasma. It was proven to be safe and reliable in clinical trials of HIV treatment. In this study, we showed that BX-1 could also be applied to inactivate SARS-CoV-2. During the current outbreak, this technique it has great potential for ensuring the safety of blood transfusions, for plasma transfusion therapy in recovering patients, and for preparing inactivated vaccines.",2021,"Jin, Changzhong; Yu, Bin; Zhang, Jie; Wu, Hao; Zhou, Xipeng; Yao, Hangping; Liu, Fumin; Lu, Xiangyun; Cheng, Linfang; Jiang, Miao; Wu, Nanping",BMC Infect Dis,,#covidwho-1190056,,,,,233247421.0
w2k5t8es,,WHO,The Effect of Financial Compensation and Work Stress on the Job Satisfaction of Go- Jek (Go-Ride) Driver Partners in Bandung Area in the Covid-19 Pandemic,,,,unk,"This study aims to determine the effect of Financial Compensation and Work Stress on The Work Satisfaction of the Go-jek Driver Partners (go-ride) Bandung Area in the Covid-19 Pandemic both partially and simultaneously. The research method used is the descriptive and verificative method with data collection using field research and literature research. The population in this study is the driver-partner of PT GO-JEK Indonesia Central Bandung Region. The sample used as many as 115 respondents. Based on the results of the analysis concluded that: 1) there is a significant influence together (simultaneously) of financial compensation and work stress on the job satisfaction of GO-JEK driver-partners. 2) Financial compensation affects the variable Job satisfaction of GO-JEK driver-partners. If the financial compensation is getting better, then the job satisfaction of GO-JEK driver-partners will increase, as well as if the financial compensation gets worse than the job satisfaction of GO-JEK driver-partners will decrease. 3) Work stress has a significant and negative effect on the variable Work satisfaction of GO-JEK driver-partners. If work stress increases, it will decrease the job satisfaction of GO-JEK driver-partners. Likewise, if work stress decreases it will increase the job satisfaction of GO-JEK driver-partners.",2021,"Tarmidi, Didi Simbolon Rismauli Putra Wisnu Astawa Sulaeman Andi Rahman Farhan Mochamad",Turkish Journal of Computer and Mathematics Education,,#covidwho-1652334,,,,,234875987.0
d5vmviai,a4b2219055cbb2b04db521df1e968cc26cc5ae4f,Medline; PMC; WHO,COVID-19 and Heart: From Clinical Features to Pharmacological Implications,10.3390/jcm9061944,PMC7355803,32580344.0,cc-by,"A highly pathogenic human coronavirus, severe acute respiratory syndrome coronavirus 2 (SARS-CoV-2), has been recently recognized in Wuhan, China, as the cause of the coronavirus disease 2019 (COVID-19) outbreak which has spread rapidly from China to other countries in the world, causing a pandemic with alarming morbidity and mortality. The emerging epidemiological data about COVID-19 patients suggest an association between cardiovascular diseases (CVD) and SARS-CoV-2 infection, in term of clinical features at hospital admission and prognosis for disease severity. The aim of our review is to describe the cardiological features of COVID-19 patients at admission, the acute cardiac presentation, the clinical outcome for patients with underlying CVD and the pharmacological implications for disease management.",2020-06-22,"Russo, Vincenzo; Bottino, Roberta; Carbone, Andreina; Rago, Anna; Papa, Andrea Antonio; Golino, Paolo; Nigro, Gerardo",J Clin Med,,,,document_parses/pdf_json/a4b2219055cbb2b04db521df1e968cc26cc5ae4f.json,document_parses/pmc_json/PMC7355803.xml.json,https://doi.org/10.3390/jcm9061944; https://www.ncbi.nlm.nih.gov/pubmed/32580344/,220059115.0
qw6qcdca,,WHO,Impact of COVID-19 Epidemics on Bed Requirements in a Healthcare Center Using Data-Driven Discrete-Event Simulation,,,,unk,"Bed occupancy ratio reflects the state of the hospital at a given time It is important for management to keep track of this figure to proactively avoid overcrowding and maintain a high level of quality of care The objective of this work consists in proposing a decision-aid tool for hospital managers allowing to decide on the bed requirements for a given hospital or network of hospitals on a short-medium term horizon To that extent we propose a new data-driven discrete-event simulation model based on data from a French university hospital to predict bed and staff requirements We propose a case study to illustrate the tool's ability to monitor bed occupancy in the recovery unit given the admission rate of ED patients during the pandemic of Sars-Cov-2 These results give an interesting insight on the situation, providing decision makers with a powerful tool to establish an enlightened response to this situation © 2020 IEEE",2020,"Le Lay, J.; Augusto, V.; Xie, X.; Alfonso-Lizarazo, E.; Bongue, B.; Celarier, T.; Gonthier, R.; Masmoudi, M.",Proc. Winter Simul. Conf.,,#1189601,,,,,233138060.0
ygszerzs,cfd8649571d06e3181f1bf71e0589cbbf7ba01d3,Medline; PMC; WHO,New realities for Polish primary school informatics education affected by COVID-19,10.1007/s10639-021-10778-8,PMC8610768,34840516.0,cc-by,"In the paper, the authors discuss the first research effort to explore the transition from traditional teaching into distance teaching in Polish primary schools enforced by COVID-19. The first research question was addressed to primary school students and was dedicated to furnishing them with ICT equipment for crisis-prompted distance informatics learning. According to the obtained results, almost all Polish students during the pandemic have a technical opportunity to participate in distance learning and to use digital devices to develop their digital competences. Hence the second research question was addressed to the experts, demystifies whether the accessibility and the availability of ICTs could increase students’ informatics learning outcomes in out-of-school primary education settings. The obtained results reveal the significant importance of out-of-school informatics education in pandemic time. Moreover, in the first wave of pandemic, distance informatics education had the same or similar effect as if students learn informatics by themselves, without school lessons and teachers’ support. The obtained results should strengthen teachers and school leaders in making informed decisions during the shift into distance informatics education. Also, by investigating participants’ informatics learning outcomes and teacher preparedness and choices when implementing distance education, authors hope that the study may be helpful for policy-makers with the progressive changes in education and government support for informatics, especially in Poland, in making informed decisions to aid the transition into distance education as well as developing preparedness plans for future pandemics.",2021-11-24,"Panskyi, Taras; Korzeniewska, Ewa; Serwach, Małgorzata; Grudzień, Krzysztof",Educ Inf Technol (Dordr),,,,document_parses/pdf_json/cfd8649571d06e3181f1bf71e0589cbbf7ba01d3.json,document_parses/pmc_json/PMC8610768.xml.json,https://www.ncbi.nlm.nih.gov/pubmed/34840516/; https://doi.org/10.1007/s10639-021-10778-8,244636559.0
7m36loi4,,WHO,High-Efficiency Same-Day Approach to Breast Reconstruction During the COVID-19 Crisis,,,,unk,"PURPOSE: As our hospitals conserve and re-allocate resources during the COVID-19 crisis, there is urgent need to determine how best to continue caring for breast cancer patients. During the time window before the COVID-19 critical peak and particularly thereafter, as hospitals are able to resume cancer operations, we anticipate that there will be great need to maximize efficiency to treat breast cancer. The goal of this study is to present a same-day protocol that minimizes resource utilization to enable hospitals to increase inpatient capacity, while providing care for breast cancer patients undergoing mastectomy and immediate breast reconstruction during the COVID-19 crisis. METHODS: IRB exempt patient quality improvement initiative was conducted to detail the operationalization of a novel same-day breast reconstruction protocol. Consecutive patients having undergone immediate breast reconstruction were prospectively enrolled between February and March of 2020 at Massachusetts General Hospital during the COVID-19 crisis. Peri-operative results and postoperative complications were summarized. RESULTS: Time interval from surgical closure to patient discharge was 5.02 ± 1.29 h. All patients were discharged home, with no re-admissions or emergency department visits. No postoperative complications were observed. CONCLUSION: This report provides an instruction manual to operationalize a same-day breast reconstruction protocol, to meet demands of providing appropriate cancer treatment during times of unprecedented resource limitations. Pre-pectoral implant-based breast reconstruction can be the definitive procedure or be used as a bridge to autologous reconstruction. Importantly, we hope this work will be helpful to our patients and community as we emerge from the COVID-19 pandemic.",2020,"Specht, Michelle; Sobti, Nikhil; Rosado, Nikki; Tomczyk, Eleanor; Abbate, Olivia; Ellis, Dan; Liao, Eric C",Breast cancer res. treat,,#32562119,,,,,219935590.0
x5hptlx4,,WHO,Endocrine and metabolic link to coronavirus infection,,,,unk,,2020,"Bornstein, Stefan R; Dalan, Rinkoo; Hopkins, David; Mingrone, Geltrude; Boehm, Bernhard O",Nat Rev Endocrinol,,#31430,,,,,214750068.0
zti5kumz,,Medline,Emerging viruses in transplantation: there is more to infection after transplant than CMV and EBV.,10.1097/tp.0b013e31818b6548,,19033999,unk,"Transplant physicians and surgeons are familiar with the risks, clinical behavior, and management of cytomegalovirus in transplant recipients. Donor-transmitted viral infections are uncommon but in recent years have brought to light the clinical manifestations of rabies, West Nile virus, and lymphocytic choriomeningitis virus in the early posttransplant period. Later posttransplant, infection with viruses circulating in the community can occur with a number of pathogens, including some vaccine-preventable illnesses such as measles and mumps. Recent advances in molecular microbiology have made it possible to diagnose a growing number of community-acquired viral pathogens infecting transplant recipients. This article reviews some of the emerging and reemerging viral pathogens infecting solid organ and hematopoietic stem-cell recipients, including adenovirus, bocavirus, coronavirus, human herpesvirus-6, lymphocytic choriomeningitis virus, measles, mumps, metapneumovirus, parainfluenza, rotavirus, respiratory syncytial virus, and West Nile virus.",2008,"Fischer, Staci A",Transplantation,,,,,,https://doi.org/10.1097/tp.0b013e31818b6548; https://www.ncbi.nlm.nih.gov/pubmed/19033999/,10821198.0
qgeysnn3,,WHO,Caring for acute coronary syndrome and other time-sensitive medical emergencies during the coronavirus disease 2019 pandemic in Northern Italy: report from a hub centre,,,,unk,"BACKGROUND: The Lombardy region, in Northern Italy, suffered a major outbreak of Coronavirus disease 2019 (COVID-19) at the end of February 2020. The health system was rapidly overwhelmed by the pandemic. It became evident that patients suffering from timesensitive medical emergencies like stroke, cerebral hemorrhage, trauma and acute myocardial infarction required timely, effective and safe pathways to be treated. The problem was addressed by a regional decree that created a hub-and-spoke system for time-sensitive medical emergencies. METHODS: We report the re-organizational changes adopted at a hub hospital (despite having already destined to COVID-19 patients most resources), and the number of emergent procedures for medical emergencies on the first 30-day of activity. These data were compared with the hospital activity in the same period of the previous year. RESULTS: Organizational changes were implemented in few hours. Dedicated pathways for non-COVID-19 patients affected by a medical emergency were set up in the emergency department, in the labs and in the operating theater. Ten intensive beds were implemented from a high-dependency unit; two operating rooms were reserved 24h/day to neurosurgical or trauma emergencies. The number of emergent procedures was not different from that of the previous year, no admission refusal, no treatment delay and no viral transmission to the treated patients were recorded. No viral transmission to health care workers was observed. CONCLUSIONS: Re-organization of a hospital in order to adopt a hub-and-spoke model resulted feasible and allowed to face acute coronary syndrome and other time-sensitive medical emergencies timely and safely.",2020,"Cabrini, Luca; Ageno, Walter; Balbi, Sergio; Baruzzi, Fabio; Candeloro, Elisa; Capra, Carlo; Carimati, Federico; Castiglioni, Battistina; Conti, Vinicio; De Ponti, Roberto; Franchi, Dario; Gini, Giancarlo; Giorgianni, Andrea; Sartorelli, Marianna; Landoni, Giovanni; Locatelli, Davide; Maffioli, Lorenzo; Pradella, Rita; Severgnini, Paolo; Tozzi, Matteo; Versino, Maurizio; Zocchi, Giuliano; Zoli, Alberto",Minerva cardioangiol,,#951363,,,,,227244941.0
wurjzzlx,,WHO,1-glutamyl Transferase Elevations Are Frequent in Patients with Covid-19: a Clinical Epidemiologic Study,,,,unk,,2020,"Shao, Tuo Tong Yu Jeyarajan Andre Lin Wenyu Chen Dong Chung Raymond T.",Hepatology,,#911363,,,,,220970397.0
mf1zvcyr,,WHO,Aktuell,,,,unk,,2020,"Anonymous,",Österreichische Wasser- und Abfallwirtschaft,,#covidwho-770584,,,,,220507919.0
q52eetkh,,WHO,The COVID-19 crisis and counter-cyclical policies in Brazil,10.4337/ejeep.2021.02.06,,,unk,"This paper examines the Brazilian economy during the COVID-19 pandemic and the economic policies implemented in 2020 to address the economic and social crisis. Using primary and secondary sources, the article differs in its analysis from other heterodox approaches according to which state action in response to the pandemic crisis in Brazil was weak and inconsistent. It is argued that counter-cyclical actions, especially those relating to emergency aid, have had a strong counter-cyclical effect on the economy and on reducing poverty and social inequality, even though there was no strategy previously coordinated by the federal government. The article concludes that the poor outlook for the Brazilian economy relates to both the resumption of orthodox policies and the unleashing of a second wave of the COVID-19 pandemic, both contributing to a slow recovery of the Brazilian economy.",2021,"de Paula, L. F.",Eur. J. Econ. Econ. J. Policy-Interv.,,#covidwho-1459019,,,,https://doi.org/10.4337/ejeep.2021.02.06,244220389.0
h91kj7sh,,WHO,What do people share from quarantine?,,,,unk,,2020,,Current Issues in Tourism,,#727779,,,,,225187473.0
ig0jv8xi,0a881c494b4bb224a420c868fff282544d368bb2,Medline; PMC; WHO,De Novo Minimal Change Disease following Vaccination with the Pfizer/BioNTech SARS-CoV-2 Vaccine in a Living Kidney Donor,10.3390/medicina58010037,PMC8779182,35056345.0,cc-by,"Coronavirus disease 2019 has developed as a pandemic. Immunization with the introduction of vaccines against COVID-19 seems be the only way to end this pandemic. We report on a case of a kidney donor, who developed minimal change disease (MCD) within 4 days post-vaccination with the SARS-CoV-2 BNT162b2 mRNA vaccine (Pfizer/BioNTech). She donated her kidney to her husband 4 years ago. After receiving the 1st vaccine dose, she presented with nephrotic syndrome, with complete remission 5 days later. She proceeded with the second dose of the BNT162b2 vaccine at the appointed time. Two days later, she presented with a relapse of full-blown nephrotic syndrome with preserved renal function. We performed an ultrasound-guided percutaneous kidney biopsy and the final diagnosis was consistent with minimal change disease. Oral prednisolone was promptly initiated at a dosage of 1 mg/kg daily and complete remission was achieved 10 days later. More data about this rare appearance of de novo glomerular diseases after SARS-CoV-2 vaccination are emerging and should be interpreted rigorously.",2021-12-27,"Marinaki, Smaragdi; Kolovou, Kyriaki; Liapis, George; Skalioti, Chrysanthi; Tsiakas, Stathis; Boletis, Ioannis",Medicina (Kaunas),,,,document_parses/pdf_json/0a881c494b4bb224a420c868fff282544d368bb2.json,document_parses/pmc_json/PMC8779182.xml.json,https://doi.org/10.3390/medicina58010037; https://www.ncbi.nlm.nih.gov/pubmed/35056345/,245562739.0
jwynzvjl,9afbfd12e7db09229ae98eec5769533fef08b3a2,Elsevier; Medline; PMC; WHO,Low muscle mass in COVID-19 critically-ill patients: Prognostic significance and surrogate markers for assessment,10.1016/j.clnu.2022.02.019,PMC8886683,35282986.0,els-covid,"Introduction Low muscle mass is a common condition in the critically ill population and is associated with adverse clinical outcomes. The primary aim of this study was to analyze the prognostic significance of low muscle mass using computed tomography (CT) scans in COVID-19 critically ill patients. A second objective was to determine the accuracy and agreement in low muscle mass identification using diverse markers compared to CT as the gold standard. Methods This was a prospective cohort study of COVID-19 critically ill patients. Skeletal muscle area at the third lumbar vertebra was measured. Clinical outcomes (intensive care unit [ICU] and hospital length of stay [LOS], tracheostomy, days on mechanical ventilation [MV], and in-hospital mortality) were assessed. Phase angle, estimated fat-free mass index, calf circumference, and mid-upper arm circumference were measured as surrogate markers of muscle mass. Results Eighty-six patients were included (mean age ± SD: 48.6 ± 12.9; 74% males). Patients with low muscle mass (48%) had a higher rate of tracheostomy (50 vs 20%, p=0.01), prolonged ICU (adjusted HR 0.53, 95%CI 0.30-0.92, p=0.024) and hospital LOS (adjusted HR 0.50, 95% CI 0.29-0.86, p=0.014). Bedside markers of muscle mass showed poor to fair agreement and accuracy compared to CT-assessed low muscle mass. Conclusion Low muscle mass at admission was associated with prolonged length of ICU and hospital stays. Further studies are needed to establish targeted nutritional interventions to halt and correct the catabolic impact of COVID-19 in critically ill patients, based on standardized and reliable measurements of body composition.",2022-03-01,"Osuna-Padilla, I. A.; Rodríguez-Moguel, N. C.; Rodríguez-Llamazares, S.; Orsso, C. E.; Prado, C. M.; Ríos-Ayala, M. A.; Villanueva-Camacho, O.; Aguilar-Vargas, A.; Pensado-Piedra, L. E.; Juárez-Hernández, F.; Hernández-Cárdenas, C. M.",Clin Nutr,,,,document_parses/pdf_json/9afbfd12e7db09229ae98eec5769533fef08b3a2.json,,https://api.elsevier.com/content/article/pii/S026156142200070X; https://www.ncbi.nlm.nih.gov/pubmed/35282986/; https://www.sciencedirect.com/science/article/pii/S026156142200070X?v=s5; https://doi.org/10.1016/j.clnu.2022.02.019,247170259.0
pvd1tl8r,,WHO,Robert May (1936–2020),,,,unk,"May was forceful on many issues, including bovine spongiform encephalopathy (BSE), genetically modified crops, climate change, homeopathy and infectious diseases May showed that, for populations with discrete generations, the same model (a non-linear difference equation) could produce stability, cycles of increase and decrease, or chaotic fluctuations, depending on its parameters The insights generated by his modelling included recommendations, now paying dividends, that the interconnectedness of the banking system should be limited and that the capital reserves of banks should be increased to promote greater stability",2020,"Krebs, John R.; Hassell, Michael",Nature,,#827300,,,,,218619381.0
dq3l6ku2,,WHO,"Implementation of close contact elicitation at the time of COVID-19 testing-Atlanta, GA, October-November 2020",,,,unk,"BACKGROUND: Contact tracing during the Coronavirus Disease 2019 (COVID-19) pandemic in the USA has been met with various challenges. In an attempt to improve the yield of close contact collection, the Fulton County Board of Health implemented a pilot approach to contact elicitation at the time of testing. METHODS: Between October and November 2020, close contacts were elicited from persons under investigation (PUIs) at one COVID-19 testing site in Fulton County, GA. Secure online data collection forms were used to record PUI demographic data, close contact information and reasons for not providing contacts. RESULTS: Of 1238 PUIs, 48% reported at least one contact. Among the 66 people who tested positive, 16 (24%) reported contacts compared to 578/1165 (50%) who tested negative. PUIs of increasing age were less likely to provide contacts; Black and Hispanic PUIs were also less likely to report any contacts compared to White and Asian PUIs. CONCLUSIONS: Our study revealed that PUIs testing positive were less likely to provide contacts compared to PUIs testing negative. Age and racial differences were also noted in the provision of contacts. Further investigation is needed to understand these discrepancies in order to devise more effective strategies for contact elicitation.",2021,"Yoon, Jane C; Prieto, Juliana; Shah, Sarita; Clark, Javarrio; Chamberlain, Allison; Holland, David P",J. public health (Oxf),,#covidwho-1238235,,,,,235074852.0
x40slo7d,,WHO,Attractiveness of Cities during Social Isolation: Views of Residents of the Silesian Voivodeship (Poland),,,,unk,"The SARS-CoV-2 pandemic has led to the widespread introduction of the principles of social isolation and drastically reduced the right of residents to use the city, limiting mobility and meetings The article examines whether the temporarily limited mobility due to the SARS-CoV-2 pandemic, reducing the quality of life in the city, also reduces its attractiveness The city, assessed from the viewpoint of its attractiveness, aims to strengthen its appeal We assume that the attractiveness of the city and assessment of the quality of life in the city are based on similar features We sought answers to the following research questions (1) Is it really possible to notice a decrease in the city’s attractiveness due to the pandemic? (2) Does a respondent’s opinion (belief) about the city as a living environment influence the assessment of the city in which the respondent lives? (3) Do factors describing the mobility of city inhabitants influence the quality of life? We revealed that the demographic characteristics of residents are to varying degrees related to the assessment of the attractiveness of the city Gender of respondents has no significant influence on the assessment of the city and current place of residence, while age and educational level of education are important for this assessment The older is the respondent, the lower is their assessment of the city Simultaneously, the higher is the educational level, the higher is the propensity to assess the attractiveness of the city The analysis of mobility revealed that not all examined mobility elements will equally improve the quality of life (measured by the assessment of the place of residence) Out of the 7 factors identified in the study, only 3 turned out to be statistically significant Therefore, it can be concluded that these factors improve the quality of life of city residents",2020,"tysek, Jacek Szoł Rafał Otrę ba",Ekonomika Regiona,,#1138962,,,,,234545437.0
m1lxxvty,,WHO,Covid-19 in the Caribbean: lessons learned from the ongoing international medical and scientific cooperation,,,,unk,"The coronavirus disease (Covid-19) crisis presents as human, social and economic challenges. The advent of Covid-19, unfortunate as it is, has highlighted the need for close medical cooperation between states. Medical cooperation is the key counter to fight against the Covid-19 pandemic.",2021,"Resiere, Dabor; Mehdaoui, Hossein; Dyer, Hedda; Chabartier, Cyrille; Cabié, André; Inamo, Jocelyn; Compton, Keats; Neviere, Rémi; Megarbane, Bruno; Kallel, Hatem",Global Health,,#1223774,,,,,234099537.0
y48hksd0,,Medline; PMC,Invited Commentary on “COVID-19 Response in the Global Epicenter: Converting a New York City Level 1 Orthopedic Trauma Service Into a Hybrid Orthopedic and Medicine COVID-19 Management Team”,10.1097/bot.0000000000001793,PMC7219861,32355100.0,no-cc,,2020-04-29,"Mir, Hassan R.",J Orthop Trauma,,,,,document_parses/pmc_json/PMC7219861.xml.json,https://doi.org/10.1097/bot.0000000000001793; https://www.ncbi.nlm.nih.gov/pubmed/32355100/,218474879.0
